SMILES,Name,pIC50
CCOC(=O)N1CCC(NCCNC(=O)c2ccccc2C)CC1,CHEMBL1624037,5.346787486
CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN2CCC[C@@H]12,CHEMBL201019,5.27572413
CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,CHEMBL113956,5.539102157
CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,CHEMBL1807825,5.400000186
CCOc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4442016,4
CCOc1ccccc1CNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,CHEMBL1945290,5.899998417
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3cc(F)ccc3c(=O)n2-c2ccc(OC)cc2)CC1,CHEMBL259199,5.823908741
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccc(OC)cc2)CC1,CHEMBL406221,6.853871964
CCOc1ccccc1N1CCN(CCCC(=O)NCc2nc3ccc(F)cc3c(=O)n2-c2ccccc2)CC1,CHEMBL260907,6
CC[C@@H](C)Nc1nc(C)nc2c(-c3c(C)cc(OC)cc3OC)c(C)nn12,CHEMBL506214,6
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CHEMBL1201356,6.081445469
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,CHEMBL1065,6.093126465
CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS,CHEMBL1221512,6.804100348
CCc1c(Br)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,CHEMBL1276646,7.770062314
CCc1c(Cl)cc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,CHEMBL1276428,7.920095532
CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,CHEMBL8946,5
CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,CHEMBL1276529,8.540004744
CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Br,CHEMBL1276561,8.639974911
CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1CC,CHEMBL1276647,8.750068243
CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,CHEMBL1276560,9.040005162
CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1F,CHEMBL1276559,8.819874125
CCc1cc(O)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,CHEMBL1276327,8.890084137
CCc1ccc(C(=O)N2CCN(CCOc3ccc(OC)cc3)CC2)cc1,CHEMBL4451542,5.22184875
CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,CHEMBL1807824,5.599999383
CCc1ccc(O)c(OC)c1C(=O)NC[C@@H]1CCCN1CC,CHEMBL1276765,6.909988976
CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1,CHEMBL1276677,7.400007822
CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Br,CHEMBL1276739,7.960189446
CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1Cl,CHEMBL1276375,8.379968105
CCc1ccc(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1OC,CHEMBL282925,8.890084137
CCc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4435184,4.301029996
CCc1ccc(OCCN2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,CHEMBL5947187,5
CCc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL4436562,4.301029996
CCc1ccc2c3c1CCN(C)[C@@H]3Cc1ccc(OC)c(OC)c1-2,CHEMBL4439029,7.549904924
CCc1ccc2c3c1CCN(C)[C@H]3Cc1ccc(OC)c(OC)c1-2,CHEMBL4442011,5.299263625
CCc1cccc(NC(=O)CN2CCC(c3ccccn3)CC2)c1,CHEMBL4437912,4.377314624
CCc1cccc(NC(=O)CN2CCN(c3ccc(Cl)cn3)CC2)c1,CHEMBL4443848,4.230999521
CCc1cccc(NC(=O)CN2CCN(c3ccccn3)CC2)c1,CHEMBL4442548,4.19073328
CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)ccc21,CHEMBL3287898,5
CN(C(=O)/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,CHEMBL325063,5.148741651
CN(C(=O)C#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,CHEMBL111964,5.30980392
CN(C)C(=O)CN1CCc2cc3nc(N)sc3cc2CC1,CHEMBL2326492,5.107905397
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,CHEMBL2028019,8.774690718
CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCc3cccc(Cl)c3C2)CC1,CHEMBL4451797,7.148741651
CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,CHEMBL2326481,6.522878745
CN(C)C(=O)c1cccc(CN2CCc3cc4nc(N)sc4cc3CC2)c1,CHEMBL2326482,6
CN(C)CC1CC2c3cc(F)ccc3Cc3ccc(F)cc3N2O1,CHEMBL314107,6.350003493
CN(C)CC1CC2c3ccccc3Cc3ccc(Cl)cc3N2O1,CHEMBL315772,8.059981845
CN(C)CC1CC2c3ccccc3Cc3ccc(F)cc3N2O1,CHEMBL84931,7.439973751
CN(C)CC1CC2c3ccccc3Cc3ccccc3N2O1,CHEMBL83658,6.06000179
CN(C)CC1CC2c3ccccc3Cc3ccncc3N2O1,CHEMBL331077,5.720000164
CN(C)CC1CC2c3cccnc3Cc3ccccc3N2O1,CHEMBL331188,6
CN(C)CCC1CC2c3ccccc3Cc3ccccc3N2O1,CHEMBL313189,5.019999812
CN(C)CCC=C1c2ccccc2CCc2ccccc21,CHEMBL629,5.996108834
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CHEMBL415,6.384049948
CN(C)CCCN1c2ccccc2CCc2ccccc21,CHEMBL11,6.387216143
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL71,7.847711656
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,CHEMBL1713,7.745210313
CN(C)CCCN1c2ccccc2Sc2ccccc21,CHEMBL564,6.296708622
CN(C)CCn1cc(S(=O)(=O)c2cccc(Cl)c2)c2cccnc21,CHEMBL584046,5.301029996
CN(C)CCn1cc(S(=O)(=O)c2cccc(F)c2)c2cccnc21,CHEMBL571858,5.301029996
CN(C)CCn1cc(S(=O)(=O)c2cccc3ccccc23)c2cccnc21,CHEMBL565552,5.301029996
CN(C)Cc1c(C(=O)NCCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)[nH]c2ccccc12,CHEMBL3323019,6.507239611
CN(C)Cc1c(C(=O)NCCCCN2CCN(c3cc(C(F)(F)F)nc(C(C)(C)C)n3)CC2)nc2ccccn12,CHEMBL3323112,6.663540266
CN(C)Cc1cccc2nc(C(=O)NCCCCN3CCN(c4cc(C(F)(F)F)nc(C(C)(C)C)n4)CC3)cn12,CHEMBL3323114,6.55129368
CN(C)Cc1nc(-c2ccc(C(C)(C)C)cc2)n(-c2cccc(O)c2)n1,CHEMBL595449,5
CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1,CHEMBL1275709,4.522878745
CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,CHEMBL1275791,4.522878745
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],CHEMBL64894,5.497846107
CN(C)c1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,CHEMBL5771610,5
CN(C/C=C/c1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,CHEMBL112413,5
CN(CC#Cc1ccccc1)C1CCN(Cc2ccccc2)CC1.O=C(O)/C=C/C(=O)O,CHEMBL112957,5.387216143
CN(CC(=O)NC(C)(C)C)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL5274482,5.809999052
CN(CC(=O)NC1CCCCC1)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL5268231,8.540004744
CN(CC(=O)NCc1ccccc1)C(=O)CCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL5278239,8.339988779
CN(CCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21)C1CCC(F)(F)CC1,CHEMBL5093818,4.522878745
CN(CCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21)C1CCOCC1,CHEMBL5077132,4.522878745
CN(CCCCOc1ccc2c(c1)NC(=O)CC2)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,CHEMBL4096422,5.301029996
CN(CCOCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)CCc1ccccc1,CHEMBL1807874,5.599999383
CN1C(=O)CCc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,CHEMBL5808279,7.53313238
CN1C(=O)COc2ccc(CCN3CCN(c4cccc5sccc45)CC3)cc21,CHEMBL6001202,7.57024772
CN1C2CCC1CC(NC(=O)c1cnn3ccccc13)C2,CHEMBL355149,5
CN1C2CCC1CC(OC(=O)c1cnn3ccccc13)C2,CHEMBL350972,5
CN1CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)c2ccccc2C1=O,CHEMBL4777098,6.909988976
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CHEMBL516,6.785156152
CN1CCCC[C@@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CHEMBL611207,7.15490196
CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,CHEMBL608530,5.997833938
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,CHEMBL1626,6.866461092
CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NC(C)(C)C)C1,CHEMBL5278254,5.829999527
CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NC2CCCCC2)C1,CHEMBL5270832,8.779891912
CN1CCN(C(=O)CCCN2CCN(c3cccc(Cl)c3Cl)CC2)C(C(=O)NCc2ccccc2)C1,CHEMBL5273430,8.960189446
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016608,5.653619638
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016609,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016610,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016611,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016612,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(C(=O)CCCCCCCCCCCCCCCCCCC(=O)N3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016613,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC(=O)N3CCN(C(=O)CCC(=O)NN4c5ccc(Cl)cc5N=C(N5CCN(C)CC5)c5ccccc54)CC3)c3ccccc32)CC1,CHEMBL2016622,5.790644524
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC(=O)OCCOC(=O)CCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016624,5.618809985
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCC(=O)N3CCN(C(=O)CCCC(=O)N4CCN(C(=O)CCCC(=O)NN5c6ccc(Cl)cc6N=C(N6CCN(C)CC6)c6ccccc65)CC4)CC3)c3ccccc32)CC1,CHEMBL2016623,5.579774346
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016615,5.686160187
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016616,5.61130303
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016617,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016618,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016619,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016620,5
CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCCCCCCCCCCCCCCCCCC(=O)NN3c4ccc(Cl)cc4N=C(N4CCN(C)CC4)c4ccccc43)c3ccccc32)CC1,CHEMBL2016621,5
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,CHEMBL70319,7.522878745
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,CHEMBL42,5.941225996
CN1CCN(C2=Nc3ccccc3Nc3ccc(Cl)cc32)CC1,CHEMBL415300,7.468521083
CN1CCN(C2=Nc3ccccc3Nc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,CHEMBL72292,6.853871964
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,CHEMBL831,7.26760624
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,CHEMBL430798,7.283996656
CN1CCN(C2=Nc3ccccc3Oc3ccc(OS(C)(=O)=O)cc32)CC1,CHEMBL306474,6
CN1CCN(C2=Nc3ccccc3Sc3ccc(OS(=O)(=O)C(F)(F)F)cc32)CC1,CHEMBL73589,7.638272164
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,CHEMBL253391,5.305394801
CN1CCN(CCCCCN2c3cc(Cl)ccc3Sc3cccnc32)CC1.Cl.Cl,CHEMBL5595359,5.555018888
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CHEMBL728,7.958607315
CN1CCN(c2ccc3c(c2)N(S(=O)(=O)c2ccc4ccccc4c2)CCC3=O)CC1,CHEMBL1642116,5
CN1CCN(c2cccc(N(C)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,CHEMBL1222362,5
CN1CCN(c2cccc(N(CC3CC3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,CHEMBL1221449,5
CN1CCN(c2cccc(N(Cc3ccccc3)S(=O)(=O)c3ccc4ccccc4c3)c2)CC1,CHEMBL1221452,5
CN1CCN(c2cccc(NS(=O)(=O)c3ccc4ccccc4c3)c2)CC1,CHEMBL1221497,5
CN1CCN(c2cccc3c2C(=O)CCN3S(=O)(=O)c2ccc3ccccc3c2)CC1,CHEMBL1642117,5
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,CHEMBL3306803,8.437707136
CN1CCN2c3ccccc3Cc3ccccc3C2C1,CHEMBL6437,5.149999868
CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1,CHEMBL62,5.982757915
CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1.O=C(O)/C=C\C(=O)O,CHEMBL1814790,7.588380294
CN1CCc2cc3c(c4c2[C@H]1Cc1ccccc1-4)OCO3,CHEMBL483825,4.725842151
CN1CCc2cc3nc(N)sc3cc2CC1,CHEMBL2326488,5.853871964
CN1CCc2ccc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)cc2C1=O,CHEMBL4764679,8.200659451
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,CHEMBL53,7.217527376
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,CHEMBL3134064,5.360513511
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,CHEMBL3134065,5.274088368
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,CHEMBL3134066,5.443697499
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,CHEMBL3134067,5.869666232
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,CHEMBL3134068,6.73754891
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,CHEMBL3134070,5.571865206
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)NCCCOc2ccc4c(c2O)-c2cccc5c2[C@@H](C4)N(C)CC5)c(O)c1-3,CHEMBL3134071,5.809668302
CN1CCc2cccc3c2[C@H]1Cc1ccc(OCCCNC(=O)CCCCCNC(=O)OC(C)(C)C)c(O)c1-3,CHEMBL3134063,5.184422252
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,CHEMBL442,8.366531544
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CHEMBL1732,8.051587034
CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,CHEMBL19215,7.200659451
CNC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cc4c(cc3Cl)OCO4)CC2)C1=O,CHEMBL115222,5.673664139
CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,CHEMBL4635134,4
CNC(=O)c1cc(C)cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,CHEMBL3806047,7.046723663
CNC(=O)c1cc(F)cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,CHEMBL3805262,5.801342913
CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccc1F,CHEMBL3805518,7.638272164
CNC(=O)c1cc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)ccn1,CHEMBL4210030,7.223298816
CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)=O)c1,CHEMBL3805434,7.42365865
CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1C,CHEMBL3805120,8.008773924
CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1Cl,CHEMBL3806224,7.457174573
CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccc1F,CHEMBL3805884,7.404503778
CNC(=O)c1cc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)ccn1,CHEMBL4214528,7.576754126
CNC(=O)c1cc(OCCCCN2CCN(c3cccc4c3OC(F)(F)O4)CC2)ccc1F,CHEMBL3804965,7.522878745
CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sc(F)cc34)CC2)ccn1,CHEMBL4217182,8.096910013
CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccc1F,CHEMBL3805649,7.366531544
CNC(=O)c1cc(OCCCCN2CCN(c3cccc4sccc34)CC2)ccn1,CHEMBL4209188,7.619788758
CNC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccc1F,CHEMBL3805099,7.920818754
CNC(=O)c1cc(OCCCCN2CCN(c3nsc4ccccc34)CC2)ccn1,CHEMBL4213342,7.943095149
CNC(=O)c1ccc(Cl)c(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,CHEMBL3805327,7.232844134
CNC(=O)c1ccc(OC)c(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,CHEMBL3804943,7.920818754
CNC(=O)c1ccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,CHEMBL3805376,7.15490196
CNC(=O)c1cccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,CHEMBL3805559,8.070581074
CNC(=O)c1cccc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)n1,CHEMBL4205772,8.031517051
CNC(=O)c1cccc(OCCCCN2CCN(c3ccc4ccsc4c3)CC2)n1,CHEMBL4211473,6.385102784
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1,CHEMBL3805077,7.494850022
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,CHEMBL3806091,5.443697499
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1F,CHEMBL3805046,6.76700389
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1OC,CHEMBL3805515,6.694648631
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1,CHEMBL4207328,7.2915791
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4c3OC(F)(F)O4)CC2)c1,CHEMBL3805165,8.387216143
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4sccc34)CC2)c1,CHEMBL3805704,7.040958608
CNC(=O)c1cccc(OCCCCN2CCN(c3cccc4sccc34)CC2)n1,CHEMBL4202443,7.064996849
CNC(=O)c1cccc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)n1,CHEMBL4214642,7.943095149
CNC(=O)c1cccc(OCCCCN2CCN(c3nsc4ccccc34)CC2)c1,CHEMBL3805860,8
CNC(=O)c1ccccc1OCCCCN1CCN(c2cccc(Cl)c2Cl)CC1,CHEMBL3804954,6.777283529
CNC(=O)c1ccnc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,CHEMBL4204832,6.524328812
CNC(=O)c1ccnc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)c1,CHEMBL4215048,7.050122296
CNC(=O)c1cncc(OCCCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,CHEMBL4213586,6.910094889
CNC(=O)c1cncc(OCCCCN2CCN(c3nsc4cc(F)ccc34)CC2)c1,CHEMBL4205326,7.070581074
CNCC1CC2c3ccccc3Cc3ccccc3N2O1,CHEMBL81485,5.770000934
CNCCCC12CCC(c3ccccc31)c1ccccc12,CHEMBL21731,5.460547508
CNC[C@@H]1OCCc2ccsc21,CHEMBL4650337,4.619788758
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCCCCCOc2ccc3c(c2)NC(=O)CC3)C1,CHEMBL4100734,5.301029996
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCCCOCCCCc2ccccc2)C1,CHEMBL4076129,5.41767523
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCCCCCOCCCCc2ccccc2)C1,CHEMBL4097572,5.301029996
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCOc2ccc3c(c2)NC(=O)CC3)C1,CHEMBL4077430,5.320981151
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCOCCOCCCCc2ccccc2)C1,CHEMBL4100322,5.301029996
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCOCCOCCOCCCCc2ccccc2)C1,CHEMBL4085282,5.301029996
CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCOCCOCCOCCOc2ccc3c(c2)NC(=O)CC3)C1,CHEMBL4095452,5.301029996
CNc1cc[n+](CCNC(=O)c2ccn3c(-c4c(C)noc4C)cnc3c2)cc1.[Cl-],CHEMBL5410211,5.853871964
CNc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,CHEMBL6047196,5
CO/N=C(/CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,CHEMBL209645,5
CO/N=C(/CCN1CCC(c2cccc[n+]2[O-])CC1)c1ccc(Cl)cc1,CHEMBL379546,5
CO/N=C(/CCN1CCC(c2ccccn2)CC1)c1ccc(Cl)cc1,CHEMBL437532,5
CO/N=C(/CCN1CCN(c2ccccc2OC(C)C)CC1)c1ccc(F)cc1,CHEMBL2113244,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(C)cc(C)c1,CHEMBL212393,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,CHEMBL215705,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Br)cc1,CHEMBL212872,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1,CHEMBL215678,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(C)c1,CHEMBL215450,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL213558,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,CHEMBL212236,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1Cl,CHEMBL211829,5
