SMILES,Name,pIC50
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(F)c(Cl)c1,CHEMBL211902,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,CHEMBL427048,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(C#N)c1,CHEMBL211836,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(C)c1,CHEMBL212903,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,CHEMBL211930,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,CHEMBL213164,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1,CHEMBL385826,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1C,CHEMBL213486,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,CHEMBL212290,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccnc1,CHEMBL212291,5
CO/N=C(/CCN1CCN(c2ccccn2)CC1C)c1ccc(Cl)cc1,CHEMBL214197,5
CO/N=C(/CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,CHEMBL212595,5
CO/N=C(/c1ccc(Cl)cc1)C(C)CN1CCN(c2ccccn2)CC1,CHEMBL213004,5
CO/N=C(/c1ccc(Cl)cc1)C(CN1CCN(c2ccccn2)CC1)OC,CHEMBL212490,5
CO/N=C(/c1ccc(Cl)cc1)C(CNOC)CN1CCN(c2ccccn2)CC1,CHEMBL212288,5
CO/N=C(/c1ccc(Cl)cc1)C(COC(C)C)CN1CCN(c2ccccn2)CC1,CHEMBL211360,5
CO/N=C(/c1ccc(Cl)cc1)C(O)CN1CCN(c2ccccn2)CC1,CHEMBL441529,5
CO/N=C(/c1cccnc1)C(O)CN1CCN(c2ccccn2)CC1,CHEMBL378302,5
CO/N=C(\CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,CHEMBL213828,5
CO/N=C(\CCN1CCC(c2cccc[n+]2[O-])CC1)c1ccc(Cl)cc1,CHEMBL213097,5
CO/N=C(\CCN1CCC(c2ccccn2)CC1)c1ccc(Cl)cc1,CHEMBL210101,5
CO/N=C(\CCN1CCCC(c2ccccn2)C1)c1ccc(Cl)cc1,CHEMBL211831,5
CO/N=C(\CCN1CCN(c2ccccc2OC(C)C)CC1)c1ccc(F)cc1,CHEMBL2113243,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(C)cc(C)c1,CHEMBL377794,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cc(F)cc(F)c1,CHEMBL211732,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Br)cc1,CHEMBL377585,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(C)c(C)c1,CHEMBL212444,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(C)c1,CHEMBL215569,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL378324,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1,CHEMBL212235,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(Cl)cc1Cl,CHEMBL209759,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)c(Cl)c1,CHEMBL378576,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,CHEMBL212969,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(C#N)c1,CHEMBL437493,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(C)c1,CHEMBL212861,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(Cl)c1,CHEMBL212784,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1cccc(F)c1,CHEMBL426510,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1,CHEMBL377050,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1C,CHEMBL437687,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl,CHEMBL212073,5
CO/N=C(\CCN1CCN(c2ccccn2)CC1C)c1ccc(Cl)cc1,CHEMBL212292,5
CO/N=C(\CN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,CHEMBL212891,5
CO/N=C(\c1ccc(Cl)cc1)C(CN1CCN(c2ccccn2)CC1)OC,CHEMBL213208,5
CO/N=C(\c1ccc(Cl)cc1)C(O)CN1CCN(c2ccccn2)CC1,CHEMBL214247,5
COC(=O)CN(CC(=O)NCCOCCOCCNC(=O)CCC(=O)Nc1ccc(CCN2CN(c3ccccc3)C3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)C2=O)cc1)CC(=O)NCCOCCOCCNC(=O)CCC(=O)Nc1ccc(CCN2CN(c3ccccc3)C3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)C2=O)cc1,CHEMBL4515776,7.823908741
COC(=O)CN(CC(=O)NCCOCCOCCNC(C)=O)CC(=O)NCCOCCOCCNC(=O)CCC(=O)Nc1ccc(CCN2CN(c3ccccc3)C3(CCN(CCCC(=O)c4ccc(F)cc4)CC3)C2=O)cc1,CHEMBL4542935,6.552841969
COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,CHEMBL15245,5.68613278
COC(CN1CCN(c2cccc3sccc23)CC1)c1cccc2c1OCC(=O)N2,CHEMBL5866977,7.181774106
COC(CN1CCN(c2ccccn2)CC1)/C(=N/O)c1cccc(C)c1,CHEMBL211623,5
COC(CN1CCN(c2ccccn2)CC1)/C(=N\O)c1cccc(C)c1,CHEMBL212028,5
COCC(C)(C)C(=O)NCCN1CC=C(c2cccc(C(F)(F)F)n2)CC1,CHEMBL5817080,5.655804284
COCC(C)(C)C(=O)NCCN1CC=C(c2cccc(C)n2)CC1,CHEMBL5878087,5
COCC(C)(C)C(=O)NCCN1CCC(c2cccc(C(F)(F)F)n2)CC1,CHEMBL5766304,5
COCC(C)(C)C(=O)NCCN1CCC(c2cccc(C)n2)CC1,CHEMBL5909593,5
COCC1(C(=O)NCCN2CCC(c3cccc(C(F)(F)F)n3)CC2)CC1,CHEMBL6033750,5
COCCN(CCOC)c1nc(C)nc2c(-c3cc(C)c(OC)cc3C)c(C)nn12,CHEMBL483993,6
COCCN(CCOC)c1nc(C)nc2c(-c3ccc(OC)cc3C)c(C)nn12,CHEMBL475306,6
COCCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,CHEMBL1945293,5
COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,CHEMBL1945292,6.099999035
COCc1nc2cnc3cc(-c4c(C)noc4C)c(OC[C@H]4CCNC4)cc3c2n1[C@H](C)c1ccccc1,CHEMBL4639128,5.499999679
CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C,CHEMBL1909065,6.153662888
CO[C@H]1CC[C@H](C(=O)NCCN2CCC(c3cccc(C(F)(F)F)n3)CC2)CC1,CHEMBL6001722,5
CO[C@H]1CC[C@H](C(=O)NCCN2CCC(c3cccc(C)n3)CC2)CC1,CHEMBL5888905,5
COc1c(Cl)cccc1N1CCN(CCCCNC(=O)c2cnc3ccccc3c2)CC1,CHEMBL3597637,7.200659451
COc1c(O)cc2c3c1-c1ccccc1CC3N(C)CC2,CHEMBL4061197,5.943095149
COc1c(O)cc2c3c1-c1ccccc1CC3NCC2,CHEMBL4069337,5.241845378
COc1c(O)cc2c3c1-c1ccccc1C[C@H]3N(C)CC2,CHEMBL2316499,5.943095149
COc1c(O)cc2c3c1-c1ccccc1C[C@H]3NCC2,CHEMBL469423,5.241845378
COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,CHEMBL1457510,6
COc1cc(/C=C/C(=O)Oc2c(OC)ccc3c2CN2CCc4cc5c(cc4C2C3)OCO5)ccc1OC(C)=O,CHEMBL2314740,5.099086932
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,CHEMBL603,5
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL14376,6.958607315
COc1cc(N)c(Cl)cc1C(=O)NC1C2CC3CN(C2)CC31.Cl,CHEMBL558226,5
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,CHEMBL1729,6.455931956
COc1cc(N)c(Cl)cc1C(=O)NCC12CC3CN(CC3C1)C2,CHEMBL67555,5
COc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CCN2CCC[C@@H]12,CHEMBL34291,5
COc1cc(N)c(Cl)cc1C(=O)NC[C@H]1CCN2CCC[C@H]12,CHEMBL37333,5.408935393
COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1C2CC3CN(C2)CC31,CHEMBL2448165,5
COc1cc(N)c(Cl)cc1C(=O)OC[C@@H]1CCN2CCC[C@@H]12,CHEMBL201621,5
COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1,CHEMBL250699,5
COc1cc2c(N3CCN(CCc4ccc5c(c4)CCC(=O)N5)CC3)cccc2s1,CHEMBL5770003,8.093664958
COc1cc2c(c(OC)c1O)CC1c3cc4c(cc3CCN1C2)OCO4,CHEMBL4544045,5.966576245
COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,CHEMBL2017291,4
COc1cc2c(cc1O)C1Cc3cc(OC)c(OC)cc3CN1CC2,CHEMBL4528264,5.446116973
COc1cc2c(cc1O)CC1c3cc(OC)c(OC)cc3CCN1C2,CHEMBL4521450,5.586700236
COc1cc2c(cc1O)CC1c3cc4c(cc3CCN1C2)OCO4,CHEMBL4551037,5.306273051
COc1cc2c(cc1O)C[C@@H]1c3c(ccc(O)c3O2)CCN1C,CHEMBL5567009,6.657577319
COc1cc2c(cc1O)C[C@H]1c3c(cc(O)c(OC)c3-2)CCN1C,CHEMBL388342,6.283996656
COc1cc2c(cc1O)Oc1c(O)ccc3c1[C@H](C2)N(C)CC3,CHEMBL452776,7.522878745
COc1cc2c(cc1O)[C@@H]1Cc3c(CO)c(OC)cc(OC)c3CN1CC2,CHEMBL2057456,6.288648387
COc1cc2c(cc1O)[C@@H]1Cc3cc(C)cc(C)c3CN1CC2,CHEMBL2057457,6.340911363
COc1cc2c(cc1O)[C@@H]1Cc3cc4c(cc3CN1CC2)OCO4,CHEMBL2334893,7.040433953
COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,CHEMBL487387,5.649227849
COc1cc2c(cc1O)[C@@H]1Cc3sc(CC(C)C)cc3CN1CC2,CHEMBL3344459,6.795880017
COc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(OC(F)(F)F)cc3)CCN1CC2,CHEMBL2335736,8.22184875
COc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,CHEMBL2335741,6.420216403
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,CHEMBL228082,5.519993057
COc1cc2c(cc1OC)C1Cc3c(cc(O)c(OC)c3OC)CN1CC2,CHEMBL4453330,5.055024092
COc1cc2c(cc1OC)C1Cc3c(cc(OC)c(O)c3OC)CN1CC2,CHEMBL4585730,5.196542884
COc1cc2c(cc1OC)C1Cc3ccc(O)cc3CN1CC2,CHEMBL4561303,5.815308569
COc1cc2c(cc1OC)C1Cc3ccc(OC)c(O)c3CN1CC2,CHEMBL2314745,5.507239611
COc1cc2c(cc1OC)Oc1c(O)ccc3c1[C@@H](C2)N(C)CC3,CHEMBL5558995,6.494850022
COc1cc2c(cc1OC)[C@@H]1Cc3c(OC)ccc(OC)c3CN1CC2,CHEMBL3982119,5.762556805
COc1cc2c(cc1OC)[C@@H]1Cc3cc(C)cc(C)c3CN1CC2,CHEMBL2057451,5.937305227
COc1cc2c(cc1OC)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,CHEMBL448891,4.727462223
COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,CHEMBL487182,6.346787486
COc1cc2c3c(c1OC)-c1cc(O)ccc1C[C@H]3NCC2,CHEMBL5409644,5.283996656
COc1cc2c3c(c1OC)-c1ccccc1CC3N(C)CC2,CHEMBL2414990,4.828858849
COc1cc2c3c(c1OC)-c1ccccc1C[C@H]3N(C)CC2,CHEMBL464529,4.828858849
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,CHEMBL3623290,6.098541679
COc1ccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)cc1,CHEMBL292943,7.301029996
COc1ccc(C(=O)N2CCN(CCOc3cc(OC)cc(OC)c3)CC2)cc1,CHEMBL4444245,4.301029996
COc1ccc(C(=O)N2CCN(CCOc3ccc(Cl)cc3)CC2)cc1,CHEMBL3262809,5
COc1ccc(C(=O)N2CCN(CCOc3ccc(OC(F)(F)F)cc3)CC2)cc1,CHEMBL4519519,4.301029996
COc1ccc(C(=O)N2CCN(CCOc3ccc(OC)c(OC)c3)CC2)cc1,CHEMBL5889793,4
COc1ccc(C(=O)N2CCN(CCOc3ccc4c(c3)OCO4)CC2)cc1,CHEMBL4450129,5
COc1ccc(C(=O)N2CCN(CCOc3cccc(OC)c3)CC2)cc1,CHEMBL4552311,5.167491087
COc1ccc(C(=O)N2CCN(CCOc3ccccc3)CC2)cc1,CHEMBL3262808,4
COc1ccc(C(=O)N2CCN(CCOc3ccccc3OC)CC2)cc1,CHEMBL4449219,5.045757491
COc1ccc(C(=O)N2CCN(CCOc3cccnc3)CC2)c(C)c1,CHEMBL4514438,4
COc1ccc(C(=O)N2CCN(CCOc3cccnc3)CC2)cc1,CHEMBL4563661,4
COc1ccc(C(=O)N2CCN(c3ccc(OC)cc3)CC2)cc1,CHEMBL5946085,4
COc1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1,CHEMBL370713,7.209011525
COc1ccc(C2CC(=O)c3c(O)cc(OCCCCN4CCC(c5noc6cc(F)ccc56)CC4)cc3O2)cc1,CHEMBL5903522,7.289882635
COc1ccc(C2CC(=O)c3c(O)cc(OCCCCN4CCN(c5ccccc5OC)CC4)cc3O2)cc1,CHEMBL5830671,6.688246139
COc1ccc(C2CC(=O)c3c(O)cc(OCCCN4CCC(c5noc6cc(F)ccc56)CC4)cc3O2)cc1,CHEMBL5981173,6.935542011
COc1ccc(C2CC(=O)c3c(O)cc(OCCCN4CCN(c5ccccc5OC)CC4)cc3O2)cc1,CHEMBL5787419,6.657577319
COc1ccc(C2CCN(CCCc3nc4ccccc4s3)CC2)nc1,CHEMBL5434856,5.079876674
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,CHEMBL1256786,5
COc1ccc(CCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL5857051,5.173925197
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,CHEMBL296419,5.344765493
COc1ccc(CN2CCOC(CCc3ccccc3)C2)cc1,CHEMBL3335539,4.782516056
COc1ccc(CN2CCO[C@@H](CCc3ccccc3)C2)cc1,CHEMBL3561555,4.738737131
COc1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,CHEMBL2326479,6.397940009
COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,CHEMBL1945289,6.099999035
COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,CHEMBL235212,6.327902142
COc1ccc(N(C)CCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4471482,4
COc1ccc(OC(C)CN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL4585248,4.744727495
COc1ccc(OC)c(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,CHEMBL144811,6.602059991
COc1ccc(OC)c2c1C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C,CHEMBL5417155,4.737311656
COc1ccc(OC)c2c1C[C@H]1c3cc4c(cc3CCN1C2)OCO4,CHEMBL3897805,5.60066381
COc1ccc(OCC(C)N2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL4564115,4
COc1ccc(OCCCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4580359,5.920818754
COc1ccc(OCCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4442293,6.160521953
COc1ccc(OCCCN2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,CHEMBL5924660,5.045757491
COc1ccc(OCCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL5859091,5.187086643
COc1ccc(OCCN(C)CCN(C)C(=O)c2ccc(OC)cc2)cc1,CHEMBL4459353,4.744727495
COc1ccc(OCCN2CCN(C(=O)C3CCCCC3)CC2)cc1,CHEMBL4581806,4.301029996
COc1ccc(OCCN2CCN(C(=O)C3Cc4c(cccc4OC)N3)CC2)cc1,CHEMBL6061497,4
COc1ccc(OCCN2CCN(C(=O)c3[nH]c4ccccc4c3C)CC2)cc1,CHEMBL4562300,4
COc1ccc(OCCN2CCN(C(=O)c3c[nH]c4ccccc34)CC2)cc1,CHEMBL4533633,5.552841969
COc1ccc(OCCN2CCN(C(=O)c3cc4c(C)cccc4[nH]3)CC2)cc1,CHEMBL4460818,6.128427064
COc1ccc(OCCN2CCN(C(=O)c3cc4c(Cl)cccc4[nH]3)CC2)cc1,CHEMBL4474192,4
COc1ccc(OCCN2CCN(C(=O)c3cc4c(OC)cccc4[nH]3)CC2)cc1,CHEMBL4440776,4
COc1ccc(OCCN2CCN(C(=O)c3cc4cc(C)ccc4[nH]3)CC2)cc1,CHEMBL4514648,4
COc1ccc(OCCN2CCN(C(=O)c3cc4cc(OC)ccc4[nH]3)CC2)cc1,CHEMBL4589125,4
COc1ccc(OCCN2CCN(C(=O)c3cc4ccc(Cl)cc4[nH]3)CC2)cc1,CHEMBL4466748,4
COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(C)c4[nH]3)CC2)cc1,CHEMBL4542423,4
COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(Cl)c4[nH]3)CC2)cc1,CHEMBL4587372,4
COc1ccc(OCCN2CCN(C(=O)c3cc4cccc(OC)c4[nH]3)CC2)cc1,CHEMBL4548345,4.259637311
COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c(Cl)c1,CHEMBL4445988,4.522878745
COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4476784,4.522878745
COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1OC,CHEMBL4473158,4.301029996
COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4n3C)CC2)cc1,CHEMBL4530116,4.89279003
COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4o3)CC2)cc1,CHEMBL4577889,5.113509275
COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4s3)CC2)cc1,CHEMBL4472861,5.292429824
COc1ccc(OCCN2CCN(C(=O)c3cc4ccncc4[nH]3)CC2)cc1,CHEMBL4575347,4
COc1ccc(OCCN2CCN(C(=O)c3cc4cnccc4[nH]3)CC2)cc1,CHEMBL4455487,4
COc1ccc(OCCN2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,CHEMBL4513935,5.045757491
COc1ccc(OCCN2CCN(C(=O)c3ccc(OC(F)(F)F)cc3)CC2)cc1,CHEMBL5902860,4.301029996
COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)C(C)C2)cc1,CHEMBL4461742,4
COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2)cc1,CHEMBL1700053,4.347511914
COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cc3)CC2C)cc1,CHEMBL4438465,4
COc1ccc(OCCN2CCN(C(=O)c3ccc(OC)cn3)CC2)cc1,CHEMBL4526466,4
COc1ccc(OCCN2CCN(C(=O)c3ccc4[nH]ccc4c3)CC2)cc1,CHEMBL4472813,5.337242168
COc1ccc(OCCN2CCN(C(=O)c3ccccc3)CC2)cc1,CHEMBL4471690,4.301029996
COc1ccc(OCCN2CCN(C(=O)c3ccccc3OC)CC2)cc1,CHEMBL4526308,4
COc1ccc(OCCN2CCN(C(=O)c3nc4ccccc4[nH]3)CC2)cc1,CHEMBL4443579,4.301029996
COc1ccc(OCCN2CCN(c3ccc(OC)cc3)CC2)cc1,CHEMBL4559117,4.301029996
COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,CHEMBL3311308,4.509884837
COc1ccc(SCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1,CHEMBL4446051,4
COc1ccc2[nH]cc(C(=O)Nc3ccc(Oc4cccnc4C)nc3)c2c1,CHEMBL480699,5
COc1ccc2[nH]cc(CCCCN3CCN(c4cccc5sccc45)CC3)c2c1,CHEMBL5830707,8.074172425
COc1ccc2[nH]cc(CCCN3CCN(c4cccc5sccc45)CC3)c2c1,CHEMBL5828214,6.26520017
COc1ccc2[nH]cc(CCN3CCN(c4cccc5sccc45)CC3)c2c1,CHEMBL6054287,6.355561411
COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)CCC2,CHEMBL424125,6.823908741
COc1ccc2c(c1)CC(NC(=O)CCN1CCN(c3ccccc3OC)CC1)CC2.Cl.Cl,CHEMBL2373210,6.187086643
COc1ccc2c(c1)CCN1CC[C@](O)(c3ccc(Cl)cc3)C[C@H]21,CHEMBL2335738,5.995678626
COc1ccc2c(c1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2,CHEMBL2057453,6.058916116
COc1ccc2c(c1)N(CCCCCN1CCC3(CCN(C)CC3)CC1)c1ncccc1S2,CHEMBL5592860,5
COc1ccc2c(c1O)CN1CCc3cc(O)c(O)cc3C1C2,CHEMBL4438471,7.119186408
COc1ccc2c(c1OC(C)=O)CN1CCc3cc4c(cc3C1C2)OCO4,CHEMBL2314734,6.37675071
COc1ccc2c(c1OC)-c1c(Br)ccc3c1[C@@H](C2)N(C)CC3,CHEMBL4467483,7.818177842
COc1ccc2c(c1OC)-c1c(Br)ccc3c1[C@H](C2)N(C)CC3,CHEMBL4564103,6.461548806
COc1ccc2c(c1OC)-c1ccc(Br)c3c1[C@@H](C2)N(C)CC3,CHEMBL4579687,5.785972545
COc1ccc2c(c1OC)-c1ccc(Br)c3c1[C@H](C2)N(C)CC3,CHEMBL4513262,5.265213167
COc1ccc2c(c1OC)-c1ccc(C)c3c1[C@@H](C2)N(C)CC3,CHEMBL4589737,5.440106536
COc1ccc2c(c1OC)CN1CCc3cc(O)c(O)cc3C1C2,CHEMBL2314747,7.397940009
COc1ccc2c(c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,CHEMBL2314741,5
COc1ccc2c(c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CN1CCc3cc4c(cc3[C@H]1C2)OCO4,CHEMBL2314742,5
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],CHEMBL12089,4.5551748
COc1ccc2nc(CCCN3CCC(c4ccccn4)CC3)sc2c1,CHEMBL5399720,5.452225295
COc1ccc2ncc(=O)n(CCCCN3CCN(c4cccc5sccc45)CC3)c2c1,CHEMBL4749223,7.110026362
COc1ccc2oc(=O)c(CN3CCCC3)cc2c1,CHEMBL3113646,4.522878745
COc1ccc2oc(C(=O)NCCC(F)CN3CCN(c4cccc(Cl)c4Cl)CC3)cc2c1,CHEMBL1774533,5.795880017
COc1cccc(-c2cccc(CN3CCN(c4ncccn4)CC3)c2)c1,CHEMBL64671,6.30980392
COc1cccc(-c2csc(CCN3CCN(c4ccccc4OC)CC3)n2)c1.Cl,CHEMBL2373205,6.060480747
COc1cccc(-c2csc(CN3CCN(c4ccccc4OC)CC3)n2)c1.Cl.Cl.Cl.O,CHEMBL2373206,6
COc1cccc(C(=O)CCCN2CCN(c3ccccc3OC)CC2)c1,CHEMBL26677,7.886056648
COc1cccc(C(=O)NCCCN2CCN(c3ccccc3OC)CC2)c1,CHEMBL357448,6
COc1cccc(C(=O)NCCN2CCN(Cc3ccc(Cl)cc3)CC2)c1.Cl.Cl.O,CHEMBL2373207,6
COc1cccc(C(=O)NCCN2CCN(Cc3ccccc3OC)CC2)c1.Cl.Cl.O,CHEMBL2373204,6
COc1cccc(C(=O)NCCN2CCN(c3ccc(Cl)cc3)CC2)c1,CHEMBL93403,6
COc1cccc(C(=O)NCCN2CCN(c3ccccc3OC)CC2)c1,CHEMBL286725,6.15490196
COc1cccc(C(=O)NCCN2CCN(c3ccccn3)CC2)c1,CHEMBL147483,6
COc1cccc(C2CCN(CCNC(=O)C3CCOCC3)CC2)n1,CHEMBL5956985,5
COc1cccc(CN2CCc3cc4nc(N)sc4cc3CC2)c1,CHEMBL2326480,6.045757491
COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,CHEMBL1945044,6.099999035
COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1.Cl,CHEMBL2393246,6.788345599
COc1cccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)c1,CHEMBL4472566,4
COc1cccc(OCCN2CCN(C(=O)c3cc4cnccc4[nH]3)CC2)c1,CHEMBL4594046,5.13076828
COc1cccc(OCCN2CCN(C(=O)c3nc4ccccc4[nH]3)CC2)c1,CHEMBL4471623,5.698970004
COc1cccc2c1CC(CNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,CHEMBL416523,7.530030791
COc1cccc2c1CC1(CCCN1CCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,CHEMBL11265,5.959999286
COc1cccc2c1C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C,CHEMBL601020,6.070581074
COc1cccc2nc(CCCN3CCC(c4ccccn4)CC3)sc12,CHEMBL5406300,5.688246139
COc1cccc2nn(CCCCN3CCN(c4cccc5sccc45)CC3)c(=O)n12,CHEMBL4634009,7.906578315
COc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1,CHEMBL64487,6.443697499
COc1ccccc1C(=O)NCCN1CCN(c2ccccc2OC)CC1,CHEMBL356358,6.091514981
COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,CHEMBL1944694,6.199998172
COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,CHEMBL1944693,6.099999035
COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,CHEMBL1945291,6
